
#204741	 575BP250
Wavelength (nm)	%T
922	0.005308250431
921	0.001487594913
920	0.01481799874
919	-0.006880317349
918	-0.0007949350984
917	0.006107604131
916	0.009128397331
915	-0.003783383407
914	-0.0007252582582
913	0.004564171657
912	-0.0001018034236
911	0.007639064454
910	0.00152484572
909	0.006183749996
908	1.16E-05
907	0.01762165315
906	0.01395206153
905	-0.0007814862183
904	0.003994876985
903	0.001490314258
902	0.0008576909895
901	0.005393996369
900	-0.01812642068
899	0.003097014269
898	0.005427333526
897	-0.002204819815
896	0.003237155033
895	0.002334737685
894	-0.0008088771137
893	0.007777552586
892	-0.003250064328
891	-0.0007615030627
890	-0.004755876027
889	0.004737571813
888	0.01289733872
887	0.0141427964
886	0.003314051311
885	0.01255048532
884	0.006316232029
883	0.003963319119
882	0.005631297827
881	0.007180595305
880	0.002520097885
879	-0.002377575263
878	-0.006193611771
877	-0.002273052465
876	0.003772329772
875	0.005285935011
874	0.001062040334
873	-0.003598657437
872	-0.0001367547957
871	0.002638650592
870	-0.001243484206
869	0.004426344298
868	0.000131791021
867	-0.0008302375209
866	0.0008170554065
865	0.0007183034322
864	-0.0005638931179
863	-0.0002678983437
862	-0.001077755936
861	0.0002810911392
860	0.0012703432
859	0.0006848173216
858	0.0001457084436
857	0.000727255072
856	0.001159032225
855	-0.0008486641455
854	6.84E-06
853	-0.0001332260581
852	-0.001560865319
851	-0.0001396441512
850	-0.00185079372
849	-0.00338449073
848	-0.002457218478
847	-0.0008593836101
846	-0.0008857630892
845	-0.001305847079
844	-0.0005605272017
843	-0.00180332188
842	-0.000877028273
841	-0.001861307654
840	-0.0008402786916
839	-0.0002999902063
838	-0.0007441809285
837	-0.0008673576522
836	-0.000286547438
835	-0.0007281329599
834	-0.0004591653123
833	0.0003091847757
832	1.11E-05
831	-0.001024424331
830	0.0002923200082
829	-0.001010521664
828	-0.0001368102821
827	-0.0001486001274
826	-0.0006053936086
825	-0.000296319864
824	-0.0003004951577
823	1.03E-05
822	-0.0007271245122
821	-0.0002824764233
820	-0.0004315073602
819	-0.0004331104574
818	0.0004620904219
817	-0.0003017969138
816	-0.0002973201335
815	-0.0008861654205
814	-0.00043536874
813	-0.001012087916
812	-0.001007009763
811	-0.0002071830677
810	0.001615511603
809	-0.001360016409
808	-0.0002947122848
807	-0.0003001307778
806	0.0002981803555
805	3.99E-06
804	-9.83E-07
803	-0.0002821333474
802	-0.0008595389081
801	-0.0002763139491
800	-0.0004277847765
799	-0.0001581453544
798	-0.0001540932426
797	0.0001573201007
796	0.0007620747201
795	0.0004525260883
794	0.0005886581494
793	0.0003543576458
792	0.0003490848758
791	0.0004453624133
790	0.0001447167888
789	0.001025726437
788	-0.0004498554918
787	0.0004474932794
786	0.0004335862759
785	0.0001448713592
784	-0.0004398244491
783	0.0002953898511
782	0.0002873129561
781	0.000155138463
780	0.0002982408041
779	0.0002910097537
778	0.0002813903266
777	0.0006006443873
776	0.0001484058739
775	0.0002897739469
774	3.14E-06
773	7.25E-07
772	-0.0002824699914
771	2.58E-06
770	-0.0002980755526
769	0.0002938937687
768	0.0002894106146
767	0.0004289717181
766	-0.0002893590427
765	0.0001456966856
764	0.0004222934949
763	-0.0002905330912
762	0.0007288326742
761	3.90E-07
760	0.0001445339149
759	-0.001016428345
758	0.0002883854613
757	0.001143753994
756	0.0004425344232
755	-0.001433967962
754	-0.0001363199262
753	-0.001194970566
752	0.0005843086401
751	0.00113834592
750	0.001110593439
749	0.000293221121
748	-0.0002836160711
747	-0.0001372425177
746	-0.0002768035629
745	-0.001303353696
744	0.001847719308
743	0.001427239971
742	-0.0005851372262
741	0.0002904631256
740	1.80E-06
739	0.0005652416148
738	0.0001461424545
737	-0.001131313737
736	0.001535039512
735	0.000148808962
734	-0.001442192704
733	0.0001421899215
732	0.0009742764523
731	0.001024530269
730	0.0002910477051
729	0.003650666913
728	-0.0004093122552
727	0.001746074646
726	0.001566865598
725	0.0009775155922
724	-0.0002697272284
723	0.001732969424
722	0.001699959161
721	0.005553877447
720	0.001619782764
719	0.007938402705
718	0.006926442496
717	0.01050304342
716	0.01447747182
715	0.01793338917
714	0.02446259931
713	0.03649334237
712	0.0579168275
711	0.08700693399
710	0.1263105571
709	0.2035494894
708	0.3214311004
707	0.5239762068
706	0.8932711482
705	1.533467293
704	2.68554306
703	4.829370499
702	8.763540268
701	15.87790585
700	27.62521744
699	44.48506546
698	63.6804924
697	80.01661682
696	90.43289948
695	95.79743195
694	98.06694031
693	98.92651367
692	99.14045715
691	99.26459503
690	99.18560028
689	98.98274231
688	98.99143219
687	98.76487732
686	98.67438507
685	98.65081024
684	98.66889954
683	98.70465088
682	98.79375458
681	98.87409973
680	99.07064819
679	99.21792603
678	99.34228516
677	99.41526794
676	99.41200256
675	99.34660339
674	99.12979889
673	99.04748535
672	98.75325012
671	98.70310974
670	98.40863037
669	98.37610626
668	98.36920929
667	98.37622833
666	98.46483612
665	98.65572357
664	98.87961578
663	98.99121857
662	99.19271088
661	99.39730835
660	99.40391541
659	99.52526855
658	99.41036224
657	99.23808289
656	99.07925415
655	98.79933929
654	98.62825775
653	98.39572144
652	98.25113678
651	98.14715576
650	98.19695282
649	98.22337341
648	98.39089966
647	98.63442993
646	98.91917419
645	99.17247009
644	99.30335999
643	99.46037292
642	99.49334717
641	99.34854126
640	99.19325256
639	98.88973999
638	98.58661652
637	98.31617737
636	98.15375519
635	98.05581665
634	98.06948853
633	98.22040558
632	98.50656128
631	98.73516083
630	98.98908997
629	99.26398468
628	99.39601135
627	99.45159912
626	99.38272095
625	99.17649078
624	99.00518036
623	98.71081543
622	98.49981689
621	98.34347534
620	98.31149292
619	98.39744568
618	98.51353455
617	98.72690582
616	98.96154785
615	99.13825989
614	99.28618622
613	99.42690277
612	99.40431976
611	99.30019379
610	99.09954071
609	98.93869781
608	98.68198395
607	98.5219574
606	98.45355988
605	98.45580292
604	98.61529541
603	98.66873932
602	98.90821838
601	99.12202454
600	99.24112701
599	99.33429718
598	99.35307312
597	99.3156662
596	99.1906662
595	99.13534546
594	99.0480957
593	99.00146484
592	98.99078369
591	98.97605133
590	99.07875824
589	99.10158539
588	99.17473602
587	99.18717194
586	99.2042923
585	99.09089661
584	99.01261902
583	98.89289856
582	98.84134674
581	98.89147186
580	98.88431549
579	98.99684906
578	99.11506653
577	99.24065399
576	99.39066315
575	99.44419861
574	99.48802948
573	99.30579376
572	99.16443634
571	99.02886963
570	98.79013062
569	98.768013
568	98.70800018
567	98.81352997
566	98.97620392
565	99.19813538
564	99.2688446
563	99.43354797
562	99.42913055
561	99.335495
560	99.19753265
559	99.106987
558	98.98648071
557	98.96070862
556	99.08840942
555	99.12794495
554	99.34726715
553	99.39836884
552	99.45246124
551	99.36653137
550	99.25152588
549	99.09634399
548	98.95867157
547	98.76905823
546	98.8306427
545	98.91111755
544	99.09619141
543	99.30574036
542	99.39278412
541	99.39363861
540	99.26889038
539	98.9514389
538	98.70305634
537	98.45617676
536	98.38744354
535	98.44147491
534	98.64486694
533	99.025383
532	99.31206512
531	99.31299591
530	99.4496994
529	99.28611755
528	99.08222198
527	98.87271881
526	98.81842804
525	98.85134125
524	99.03530121
523	99.19274902
522	99.34870148
521	99.32074738
520	99.204216
519	99.07082367
518	98.96243286
517	98.93360138
516	99.10985565
515	99.20372009
514	99.36051178
513	99.24281311
512	98.99331665
511	98.41175079
510	97.80073547
509	97.18408203
508	96.8282547
507	96.84133911
506	96.95270538
505	97.38444519
504	97.93390656
503	98.34640503
502	98.6171875
501	98.76525116
500	98.78227997
499	98.81666565
498	98.78150177
497	98.83890533
496	98.89218903
495	98.85377502
494	98.80091858
493	98.84934998
492	98.81200409
491	98.87509155
490	98.93317413
489	99.08283997
488	99.05496979
487	98.87588501
486	98.65589142
485	98.50189972
484	98.31092072
483	98.35675049
482	98.52036285
481	98.76119232
480	98.97492981
479	99.04278564
478	98.99772644
477	98.7129364
476	98.5611496
475	98.5138855
474	98.56853485
473	98.69091797
472	98.82831573
471	98.89144897
470	98.88079071
469	98.66418457
468	98.68151855
467	98.61237335
466	98.57312775
465	98.83530426
464	98.80142975
463	98.77155304
462	98.66565704
461	98.60719299
460	98.59605408
459	98.64711761
458	98.67762756
457	98.77750397
456	98.79368591
455	98.39125061
454	97.54727173
453	97.00305176
452	97.18374634
451	96.16812897
450	88.35502625
449	71.49314117
448	52.01290894
447	34.51381302
446	18.7634964
445	7.498069763
444	2.515450954
443	0.8651371002
442	0.3363139331
441	0.1500863731
440	0.07984527946
439	0.04534891993
438	0.02635749057
437	0.01983502321
436	0.01444896776
435	0.007302462589
434	0.006001925562
433	0.00590518117
432	0.003398349974
431	0.004563247785
430	0.005462261848
429	-0.001300704665
428	0.003362044925
427	0.0005901037366
426	-0.003871914931
425	-0.002797196619
424	0.001560142497
423	-0.001149279182
422	-0.002039345447
421	-0.001299486612
420	-0.0002793524473
419	0.002279649954
418	0.00451455079
417	-0.0007253746153
416	0.001562576857
415	0.001459604595
414	0.0004517186899
413	-0.001719126943
412	-0.002071355935
411	0.0002867913281
410	0.001919512404
409	-0.0008469827008
408	-0.003242645878
407	0.0007151929312
406	0.002823958639
405	-0.001145867165
404	-0.0008965077577
403	0.001163370558
402	0.0001541755773
401	0.0001487158734
400	1.77E-06
399	0.0001465927053
398	-0.001152649056
397	-0.0008781160577
396	0.00102039671
395	-0.0005621589953
394	0.0002966743195
393	0.0001440636697
392	-0.0005864438135
391	0.0004281768634
390	-0.001616614289
389	0.0004277276166
388	-0.000437358307
387	0.0005663780612
386	0.0005900447723
385	-0.0002784196113
384	0.000149448606
383	0.0004244263109
382	4.78E-06
381	1.34E-06
380	0.0002932913485
379	0.0005611795932
378	0.0001511839801
377	0.0001424708171
376	0.0004399569298
375	-0.0006977028097
374	0.0001512223098
373	0.0001458465413
372	-0.0001447675022
371	0.0007033560541
370	0.0004269340425
369	0.0004363314947
368	7.60E-06
367	0.00100040494
366	8.33E-06
365	0.0005831993185
364	0.0004380315077
363	0.0001487014088
362	0.001141231158
361	0.000709911983
360	6.19E-06
359	0.0001577956136
358	0.0004622128035
357	0.001496700104
356	0.001389931422
355	0.001103452407
354	0.001580401324
353	5.18E-06
352	0.002389718313
351	0.001373146079
350	0.0003547248198
349	-0.0002934236836
348	-0.0001164340792
347	0.0004741090816
346	3.16E-06
345	-0.0002299380139
344	-0.0001157887018
343	0.0005901401746
342	3.48E-06
341	0.0005906926235
340	0.0002463139826
339	-0.0001204736473
338	-0.0007881604834
337	0.0006552892737
336	2.19E-06
335	3.07E-07
334	-0.0002536449174
333	0.0003824673186
332	-0.0001235646487
331	0.0001246383035
330	0.0001256692631
329	0.000371329952
328	0.001449154457
327	-0.0005927153979
326	0.000937054574
325	-0.0002258784662
324	-0.0006691869348
323	-0.0003525401407
322	0.0004661974381
321	0.0001147927469
320	-0.0009912307141
319	-0.0006956937141
318	-0.0007923204103
317	-0.001697369269
316	-0.0008131515933
315	0.001026656711
314	-0.0006636587204
313	1.10E-06
312	2.50E-06
311	0.0003342845303
310	0.0001174626086
309	-0.0009085318889
308	-0.001443502842
307	0.0001139399537
306	-0.001026570681
305	0.0003373320505
304	-0.0009785151342
303	0.0003467038332
302	0.001458935556
301	-0.00072913646
300	-0.00128649245
